,Country,Crop,Year,average_rainfall_in_mm_per_year,pesticides_in_tons_used,avg_temp,hg/ha_yield
24334,Senegal,Maize,1990,686.0,384.0,25.13,11411
19257,Mexico,"Rice, paddy",1994,758.0,34468.93,25.05,42555
11626,India,"Rice, paddy",1996,1083.0,56114.0,26.1,28226
20221,Mexico,"Rice, paddy",2010,758.0,63402.29,16.19,51901
26152,Switzerland,Soybeans,2009,1537.0,2170.4,8.15,27076
11630,India,"Rice, paddy",1996,1083.0,56114.0,25.55,28226
4330,Brazil,Cassava,2009,1761.0,335742.0,27.39,138613
16338,Japan,Sweet potatoes,1993,1668.0,79821.18,12.49,194906
27446,Ukraine,Wheat,2007,565.0,36476.0,9.46,23420
26812,Turkey,"Rice, paddy",2001,593.0,25539.0,13.16,61017
9470,Greece,Maize,2013,652.0,8081.72,19.36,106689
9874,Guyana,Plantains and others,1995,2387.0,289.9,27.57,34194
15149,Indonesia,"Rice, paddy",2007,2702.0,1597.0,27.49,47052
13473,India,Wheat,2007,1083.0,27422.77,27.51,27079
21669,Norway,Wheat,1996,1414.0,698.25,1.88,45258
26826,Turkey,Maize,2002,593.0,27915.0,10.81,42163
14302,India,Sorghum,2012,1083.0,52980.0,25.3,9568
17435,Kenya,"Rice, paddy",1993,630.0,3469.0,16.36,41483
19487,Mexico,Cassava,1998,758.0,34468.93,17.07,117046
28131,Zimbabwe,Maize,1999,657.0,2918.18,20.44,10870
11642,India,"Rice, paddy",1996,1083.0,56114.0,24.78,28226
26119,Switzerland,Potatoes,2000,1537.0,1576.9,8.54,424362
20382,Mexico,Wheat,2012,758.0,64512.22,21.52,56568
23067,Pakistan,Soybeans,2012,494.0,990.09,26.11,7901
13915,India,"Rice, paddy",2010,1083.0,40093.69,24.98,33587
14757,Indonesia,Soybeans,1995,2702.0,1597.0,27.28,11371
14177,India,Wheat,2011,1083.0,55540.0,27.29,29886
1343,Australia,Sweet potatoes,2002,534.0,26651.0,20.38,347368
8341,Egypt,Sweet potatoes,2009,51.0,9013.0,21.67,285425
2686,Brazil,Sorghum,1991,1761.0,58349.44,20.13,14834
2465,Belgium,Wheat,2009,847.0,5496.04,11.0,94652
15811,Italy,Wheat,1997,832.0,84799.0,13.13,28563
18695,Mali,Cassava,2012,282.0,1.52,27.39,156860
2725,Brazil,Wheat,1991,1761.0,58349.44,19.11,14232
21394,Nicaragua,Potatoes,2000,2280.0,3925.63,26.73,125000
25953,Suriname,Sweet potatoes,1999,2331.0,163.67,27.07,122500
2057,Bahrain,Potatoes,1992,83.0,14.05,25.09,188000
21532,Niger,Potatoes,1995,151.0,62.0,29.56,170789
18999,Mexico,"Rice, paddy",1990,758.0,34468.93,16.0,37418
4567,Brazil,Sorghum,2011,1761.0,345026.0,20.33,25497
25656,Spain,Sweet potatoes,2012,636.0,48668.0,12.33,164267
27483,United Kingdom,Potatoes,1990,1220.0,29517.0,9.56,365161
12800,India,Cassava,2004,1083.0,35113.0,26.64,270436
18520,Mali,Soybeans,1991,282.0,54.63,27.58,16817
5019,Burkina Faso,Sweet potatoes,1997,748.0,75.29,28.52,52003
2629,Brazil,Wheat,1990,1761.0,49695.0,25.29,11540
23092,Pakistan,Maize,2013,494.0,0.92,27.21,42313
18149,Madagascar,"Rice, paddy",2001,1513.0,87.59,20.12,21956
13111,India,Sweet potatoes,2005,1083.0,35342.0,26.23,88477
26924,Turkey,"Rice, paddy",2006,593.0,27421.0,17.71,70273
6755,Colombia,Cassava,2004,3240.0,105514.19,27.3,108559
11946,India,Maize,1998,1083.0,49157.0,25.77,17969
2288,Bangladesh,Sweet potatoes,2007,2666.0,10962.31,25.95,90479
24951,South Africa,Potatoes,2005,495.0,26857.0,21.14,333534
9420,Greece,Wheat,2005,652.0,12083.0,17.91,24058
17679,Lebanon,Sorghum,1991,661.0,1221.0,19.31,13000
6174,Central African Republic,Plantains and others,1996,1342.0,22.87,25.32,27693
22102,Pakistan,"Rice, paddy",1996,494.0,11955.0,26.5,28685
18090,Madagascar,Cassava,1994,1513.0,76.15,19.96,67429
15803,Italy,"Rice, paddy",1997,832.0,84799.0,13.13,61950
21830,Pakistan,Maize,1992,494.0,5518.0,26.91,13966
8019,Ecuador,Sweet potatoes,2011,2274.0,17529.44,21.78,19113
13246,India,Sorghum,2006,1083.0,37423.0,25.31,8803
14247,India,Potatoes,2012,1083.0,52980.0,25.82,217530
12228,India,Sweet potatoes,1999,1083.0,46195.0,26.42,85744
27055,Turkey,Wheat,2010,593.0,38554.69,21.02,24400
10413,Hungary,Potatoes,1998,589.0,5280.0,10.35,218042
5233,Burundi,Potatoes,2000,1274.0,109.87,21.32,25242
16640,Japan,Yams,2000,1668.0,79821.18,13.5,226577
28,Albania,Potatoes,1995,1485.0,251.0,15.67,111323
15104,Indonesia,Potatoes,2006,2702.0,1597.0,27.21,169363
27300,Uganda,Soybeans,2007,1180.0,88.0,23.68,11973
1161,Australia,"Rice, paddy",1998,534.0,37215.0,18.05,94256
25486,Spain,Soybeans,2004,636.0,47445.0,17.41,26622
23356,Peru,Wheat,1994,1738.0,3134.0,17.31,12420
16492,Japan,"Rice, paddy",1997,1668.0,79821.18,15.37,64163
13483,India,Wheat,2007,1083.0,27422.77,25.44,27079
7851,Ecuador,Sorghum,2005,2274.0,18391.23,21.82,14865
9883,Guyana,"Rice, paddy",1997,2387.0,289.9,27.25,39809
13702,India,Maize,2009,1083.0,28707.01,26.92,20238
25019,South Africa,Soybeans,2007,495.0,26857.0,21.07,11202
10506,India,Cassava,1990,1083.0,75000.0,25.25,205381
20355,Mexico,Sorghum,2012,758.0,64512.22,23.5,38295
10017,Haiti,Maize,1995,1440.0,12.32,27.3,8000
5047,Burkina Faso,Potatoes,2001,748.0,57.46,28.77,15852
2036,Bahamas,Sweet potatoes,2009,1292.0,268.2,25.46,34560
19226,Mexico,Wheat,1993,758.0,34468.93,19.73,40821
24412,Senegal,Maize,2004,686.0,419.97,25.38,27194
12302,India,Maize,2000,1083.0,44957.52,24.69,18216
25470,Spain,Wheat,2002,636.0,40727.0,12.52,28347
13651,India,Wheat,2008,1083.0,14485.33,24.25,28022
7522,Ecuador,Potatoes,1992,2274.0,2012.0,17.67,77444
20560,Morocco,"Rice, paddy",1996,346.0,11806.86,17.97,58000
28017,Zambia,Wheat,2008,1020.0,1670.0,20.66,99387
25433,Spain,Potatoes,2001,636.0,35700.0,17.27,259926
26116,Switzerland,Soybeans,1999,1537.0,1526.6,7.76,33229
22971,Pakistan,Potatoes,2011,494.0,1979.27,24.98,219196
12207,India,Soybeans,1999,1083.0,46195.0,25.78,11380
3656,Brazil,Potatoes,2001,1761.0,151523.0,18.67,184997
14121,India,Sorghum,2011,1083.0,55540.0,25.06,9487
3200,Brazil,Soybeans,1996,1761.0,101621.67,24.28,22493
13595,India,Sorghum,2008,1083.0,14485.33,26.19,10209
2147,Bangladesh,"Rice, paddy",1995,2666.0,1702.0,26.09,26527
14237,India,Maize,2012,1083.0,52980.0,26.65,25557
26758,Turkey,Potatoes,1999,593.0,33089.0,15.0,272975
8492,El Salvador,Potatoes,2001,1784.0,2543.7,25.92,229878
25700,Sri Lanka,Plantains and others,1992,1712.0,2144.31,26.26,131963
4160,Brazil,"Rice, paddy",2007,1761.0,304031.0,20.93,38260
4471,Brazil,Sorghum,2010,1761.0,342580.0,28.18,23172
26915,Turkey,Potatoes,2006,593.0,27421.0,19.44,276077
13948,India,Sorghum,2010,1083.0,40093.69,26.52,8602
19847,Mexico,Soybeans,2004,758.0,26433.14,16.2,15010
15782,Italy,Wheat,1995,832.0,84153.0,7.43,32013
22256,Pakistan,Sweet potatoes,1998,494.0,18406.0,24.91,108413
17761,Lebanon,Maize,2013,661.0,1816.0,20.08,35621
14132,India,Soybeans,2011,1083.0,55540.0,25.53,11998
10893,India,Maize,1992,1083.0,70791.0,26.37,16758
15859,Italy,"Rice, paddy",2001,832.0,75978.0,13.23,58494
25342,Spain,Sweet potatoes,1996,636.0,33236.0,17.01,158147
24206,Saudi Arabia,Maize,1997,59.0,2513.0,25.49,17531
14682,Indonesia,Soybeans,1993,2702.0,1597.0,25.46,11621
19460,Mexico,Sorghum,1997,758.0,34468.93,19.65,30423
14002,India,Wheat,2010,1083.0,40093.69,26.81,28395
11493,India,Soybeans,1995,1083.0,61257.0,27.2,10121
21260,New Zealand,Maize,2000,1732.0,3634.3,13.4,102260
20496,Morocco,Sweet potatoes,1991,346.0,9771.14,17.47,156000
9174,Ghana,Maize,1992,1187.0,65.8,26.47,12040
3172,Brazil,"Rice, paddy",1996,1761.0,101621.67,17.83,26578
25174,South Africa,Maize,2013,495.0,26857.0,14.98,42466
22085,Pakistan,Maize,1996,494.0,11955.0,24.43,15884
18848,Mauritania,"Rice, paddy",2010,92.0,67.59,28.7,52310
12483,India,Potatoes,2001,1083.0,43720.04,27.2,183627
2836,Brazil,Yams,1992,1761.0,67003.89,25.61,91413
20400,Mexico,Potatoes,2013,758.0,59920.18,22.19,267752
12120,India,Maize,1999,1083.0,46195.0,24.9,17922
24637,South Africa,Wheat,1992,495.0,16582.0,19.95,17653
6801,Colombia,Sorghum,2006,3240.0,98328.63,27.51,37000
14038,India,Cassava,2011,1083.0,55540.0,25.16,364770
14779,Indonesia,Potatoes,1996,2702.0,1597.0,27.07,158631
2541,Botswana,Sorghum,2013,416.0,17.0,18.69,3168
881,Australia,Sweet potatoes,1991,534.0,17866.0,20.29,151142
28196,Zimbabwe,Potatoes,2008,657.0,3234.81,20.68,165333
5717,Canada,Wheat,1995,537.0,32223.4,8.52,22467
6565,Colombia,"Rice, paddy",1992,3240.0,15305.94,27.38,40960
9000,Germany,Maize,1999,700.0,30019.0,10.02,87850
7107,Dominican Republic,Cassava,1991,1410.0,4971.0,26.43,77740
15679,Ireland,Wheat,2002,1118.0,2614.27,9.75,84440
4068,Brazil,"Rice, paddy",2006,1761.0,238716.0,26.26,38798
22301,Pakistan,Sorghum,1999,494.0,20450.0,25.5,6167
23803,Qatar,Wheat,2013,74.0,68.0,28.68,22632
6561,Colombia,Plantains and others,1992,3240.0,15305.94,27.38,71621
19174,Mexico,Cassava,1993,758.0,34468.93,21.04,81739
14012,India,Wheat,2010,1083.0,40093.69,24.98,28395
10496,Hungary,Maize,2013,589.0,7744.5,12.44,54373
4089,Brazil,Soybeans,2006,1761.0,238716.0,19.35,23796
7503,Ecuador,Soybeans,1991,2274.0,2377.0,21.91,16598
13957,India,Soybeans,2010,1083.0,40093.69,28.02,13330
14019,India,Wheat,2010,1083.0,40093.69,27.68,28395
27758,Uruguay,Sorghum,1996,1300.0,3444.01,17.03,30391
19935,Mexico,Cassava,2006,758.0,50891.95,16.37,137648
2040,Bahamas,Sweet potatoes,2010,1292.0,268.2,24.77,34658
8572,El Salvador,Potatoes,2012,1784.0,2595.16,26.04,295706
6718,Colombia,Yams,2000,3240.0,75843.0,22.01,110616
6375,Chile,"Rice, paddy",1998,1522.0,15373.0,13.19,39089
10068,Haiti,"Rice, paddy",2001,1440.0,27.85,27.21,20117
22522,Pakistan,Maize,2004,494.0,8903.48,23.78,28488
16130,Jamaica,Potatoes,2006,2051.0,909.71,27.58,166966
20633,Morocco,Soybeans,2001,346.0,13842.57,18.73,10000
8493,El Salvador,"Rice, paddy",2001,1784.0,2543.7,25.92,60284
26554,Turkey,Maize,1991,593.0,24343.0,17.04,42489
13502,India,Cassava,2008,1083.0,14485.33,27.45,335407
16493,Japan,"Rice, paddy",1997,1668.0,79821.18,15.39,64163
8688,Estonia,Wheat,2004,626.0,351.0,6.03,25083
8085,Egypt,Sorghum,1990,51.0,13214.0,20.73,46920
21485,Nicaragua,Soybeans,2012,2280.0,4413.82,26.91,18285
8228,Egypt,Soybeans,2000,51.0,4931.0,21.49,27199
22255,Pakistan,Sweet potatoes,1998,494.0,18406.0,27.36,108413
14040,India,Cassava,2011,1083.0,55540.0,24.5,364770
20627,Morocco,Potatoes,2001,346.0,13842.57,18.73,187740
2953,Brazil,Maize,1994,1761.0,84312.78,27.53,23629
19096,Mexico,Wheat,1991,758.0,34468.93,21.2,41272
17712,Lebanon,Wheat,1999,661.0,1816.0,20.25,18814
13901,India,Potatoes,2010,1083.0,40093.69,26.02,199299
5114,Burkina Faso,Soybeans,2010,748.0,442.89,29.17,12562
8876,France,Sorghum,2011,867.0,61039.0,12.33,64627
19673,Mexico,Wheat,2000,758.0,34468.93,25.16,49355
16925,Japan,Sweet potatoes,2008,1668.0,58750.0,15.57,248403
9124,Germany,Wheat,2010,700.0,40832.42,4.85,72120
24355,Senegal,Sorghum,1993,686.0,357.55,24.99,7841
3718,Brazil,Wheat,2001,1761.0,151523.0,25.59,19488
25185,South Africa,Sorghum,2013,495.0,26857.0,18.0,23507
10722,India,Potatoes,1991,1083.0,72133.0,25.85,162540
9383,Greece,Soybeans,1999,652.0,9635.0,18.82,15645
16074,Jamaica,Potatoes,1997,2051.0,909.71,27.8,147392
13528,India,Maize,2008,1083.0,14485.33,24.25,24140
20968,Namibia,Wheat,1994,285.0,56.0,20.14,52500
13279,India,Sweet potatoes,2006,1083.0,37423.0,26.04,86849
17241,Kazakhstan,Soybeans,1999,250.0,4720.28,7.09,13000
6138,Central African Republic,Maize,1991,1342.0,0.04,25.45,8149
20286,Mexico,"Rice, paddy",2011,758.0,65961.1,21.55,50962
15620,Iraq,Potatoes,2011,216.0,1795.94,23.44,137820
10030,Haiti,Sweet potatoes,1996,1440.0,14.44,26.85,30000
4366,Brazil,"Rice, paddy",2009,1761.0,335742.0,24.98,44049
15128,Indonesia,Cassava,2007,2702.0,1597.0,27.14,166362
1065,Australia,Maize,1996,534.0,31185.0,17.05,57689
115,Algeria,Potatoes,1993,89.0,1021.89,17.0,111215
6115,Canada,Potatoes,2013,537.0,81659.8,7.08,132270
12131,India,Potatoes,1999,1083.0,46195.0,27.21,175712
26654,Turkey,Maize,1995,593.0,27328.0,17.64,37322
9186,Ghana,Maize,1994,1187.0,65.8,26.62,14933
21047,Nepal,Potatoes,1992,1500.0,60.11,14.95,85916
17584,Kenya,Potatoes,2009,630.0,1578.0,17.3,191199
7031,Croatia,Potatoes,2012,1113.0,1737.47,11.12,147848
24565,South Africa,"Rice, paddy",1990,495.0,16582.0,18.91,18976
3573,Brazil,"Rice, paddy",2000,1761.0,140423.0,25.71,30382
23359,Peru,Plantains and others,1995,1738.0,3134.0,17.26,127585
2894,Brazil,Soybeans,1993,1761.0,75658.33,21.94,21241
3221,Brazil,Wheat,1996,1761.0,101621.67,25.94,18334
22618,Pakistan,Sorghum,2005,494.0,7914.31,18.75,5998
4774,Brazil,Sorghum,2013,1761.0,367778.0,26.14,26817
8716,Finland,Wheat,1994,536.0,1247.0,4.66,37953
14171,India,Sweet potatoes,2011,1083.0,55540.0,26.84,92456
19860,Mexico,Sweet potatoes,2004,758.0,26433.14,19.56,218597
4256,Brazil,Potatoes,2008,1761.0,312637.0,24.26,253729
6582,Colombia,Potatoes,1993,3240.0,14961.81,22.29,154545
6000,Canada,Soybeans,2008,537.0,53707.3,5.62,27906
1268,Australia,Wheat,2000,534.0,33475.0,19.07,18209
27564,United Kingdom,Potatoes,1998,1220.0,35422.0,10.0,391347
24444,Senegal,"Rice, paddy",2009,686.0,649.88,25.01,36022
15688,Ireland,Potatoes,2008,1118.0,2790.17,9.42,307946
27537,United Kingdom,Potatoes,1995,1220.0,33743.0,10.55,374503
22201,Pakistan,Wheat,1997,494.0,16936.0,26.29,20533
21040,Nepal,Wheat,1990,1500.0,60.11,15.11,14149
869,Australia,Sorghum,1991,534.0,17866.0,20.29,19865
15417,Iraq,Potatoes,1993,216.0,692.0,18.75,174739
19265,Mexico,Sorghum,1994,758.0,34468.93,25.05,29566
22321,Pakistan,Sweet potatoes,1999,494.0,20450.0,19.84,112339
17109,Japan,Maize,2013,1668.0,52794.3,16.3,27273
8313,Egypt,Sweet potatoes,2007,51.0,9105.0,21.51,298171
8010,Ecuador,"Rice, paddy",2011,2274.0,17529.44,21.78,44792
23822,Romania,Maize,1993,637.0,24252.0,10.78,26054
26238,Tajikistan,"Rice, paddy",2004,691.0,228.5,9.24,36408
12288,India,Maize,2000,1083.0,44957.52,25.34,18216
14386,India,Cassava,2013,1083.0,45620.0,25.44,349594
5424,Cameroon,Soybeans,1997,1604.0,630.12,24.98,6235
4442,Brazil,Maize,2010,1761.0,342580.0,26.3,43667
24775,South Africa,Wheat,1997,495.0,21596.0,20.57,17575
16629,Japan,Sweet potatoes,2000,1668.0,79821.18,15.95,247327
1050,Australia,Sweet potatoes,1995,534.0,25598.0,11.39,155252
12391,India,Soybeans,2000,1083.0,44957.52,27.03,8222
23524,Poland,Wheat,1991,600.0,5422.0,7.9,38032
2502,Botswana,Maize,1998,416.0,17.0,20.05,910
14275,India,"Rice, paddy",2012,1083.0,52980.0,25.45,36909
14016,India,Wheat,2010,1083.0,40093.69,25.75,28395
6,Albania,Maize,1991,1485.0,121.0,15.36,29068
3540,Brazil,Cassava,2000,1761.0,140423.0,25.71,134815
21414,Nicaragua,Yams,2002,2280.0,5715.36,27.0,132863
10880,India,Maize,1992,1083.0,70791.0,25.16,16758
28130,Zimbabwe,Cassava,1999,657.0,2918.18,20.44,42121
704,Argentina,"Rice, paddy",2011,591.0,100424.62,17.93,67901
13660,India,Wheat,2008,1083.0,14485.33,24.25,28022
2907,Brazil,Sweet potatoes,1993,1761.0,75658.33,17.93,107920
20810,Mozambique,"Rice, paddy",1992,1032.0,102.26,22.6,2988
8931,Germany,Potatoes,1993,700.0,25170.0,8.57,392539
965,Australia,Sweet potatoes,1993,534.0,23899.0,20.19,132702
20343,Mexico,"Rice, paddy",2012,758.0,64512.22,16.43,56231
473,Argentina,Cassava,1996,591.0,54595.0,17.64,100000
16658,Japan,"Rice, paddy",2001,1668.0,78735.45,13.13,66354
17716,Lebanon,Wheat,2000,661.0,1816.0,19.65,27025
2636,Brazil,Yams,1990,1761.0,49695.0,27.07,91489
23741,Qatar,Maize,1992,74.0,3.0,26.22,124583
9994,Haiti,Plantains and others,1992,1440.0,11.52,26.81,67595
26502,Tunisia,Sorghum,2006,207.0,543.93,19.82,4599
1508,Australia,Soybeans,2007,534.0,32446.25,18.84,19730
17477,Kenya,Soybeans,1997,630.0,5172.0,16.77,8178
19706,Mexico,"Rice, paddy",2001,758.0,31373.3,20.15,42576
7894,Ecuador,Maize,2007,2274.0,14156.16,17.44,23105
8082,Egypt,Potatoes,1990,51.0,13214.0,21.6,205592
13937,India,Sorghum,2010,1083.0,40093.69,24.98,8602
19770,Mexico,"Rice, paddy",2002,758.0,16189.88,19.93,45027
22718,Pakistan,Maize,2007,494.0,5935.96,23.33,34265
10028,Haiti,"Rice, paddy",1996,1440.0,14.44,26.85,24896
14857,Indonesia,"Rice, paddy",1998,2702.0,1597.0,27.58,41974
5793,Canada,Wheat,1998,537.0,41275.6,8.72,22550
1742,Australia,Potatoes,2013,534.0,45177.18,19.98,385434
1221,Australia,Sweet potatoes,1999,534.0,34200.0,17.55,275000
14909,Indonesia,Sweet potatoes,1999,2702.0,1597.0,27.32,96698
25641,Spain,Maize,2012,636.0,48668.0,12.33,109164
19235,Mexico,Cassava,1994,758.0,34468.93,22.83,75260
16746,Japan,"Rice, paddy",2004,1668.0,64688.88,14.05,64150
21634,Niger,Wheat,2010,151.0,11.49,30.32,19868
27734,Uruguay,Maize,1993,1300.0,1634.02,16.81,19631
2576,Brazil,"Rice, paddy",1990,1761.0,49695.0,20.29,18803
26267,Tajikistan,"Rice, paddy",2009,691.0,258.1,8.42,43558
11003,India,Sweet potatoes,1992,1083.0,70791.0,26.37,82835
6452,Chile,Maize,2007,1522.0,9830.72,5.51,89302
8542,El Salvador,Sorghum,2008,1784.0,3899.48,25.71,13899
24673,South Africa,Potatoes,1994,495.0,16582.0,18.48,232625
6303,Chile,Potatoes,1991,1522.0,15373.0,13.0,142245
6966,Croatia,Potatoes,1998,1113.0,2904.5,10.42,102378
22208,Pakistan,Maize,1998,494.0,18406.0,27.89,17853
222,Angola,"Rice, paddy",1991,1010.0,79.0,24.02,10000
24018,Rwanda,Sorghum,1998,1212.0,157.0,19.79,10514
23979,Rwanda,Maize,1994,1212.0,157.8,19.55,16750
5641,Canada,Soybeans,1992,537.0,29387.0,3.69,23363
27813,Uruguay,"Rice, paddy",2005,1300.0,9232.47,17.13,66005
27260,Uganda,Plantains and others,2002,1180.0,88.0,23.99,60000
9029,Germany,Soybeans,2001,700.0,33423.49,9.69,19584
4947,Bulgaria,"Rice, paddy",2012,608.0,1331.0,9.99,55605
9983,Haiti,Yams,1990,1440.0,17.14,27.11,50000
27941,Zambia,"Rice, paddy",1998,1020.0,1670.0,21.32,7059
26667,Turkey,Soybeans,1995,593.0,27328.0,12.06,24194
376,Angola,Wheat,2013,1010.0,40.0,24.55,9022
4375,Brazil,Sorghum,2009,1761.0,335742.0,18.84,23378
13873,India,Maize,2010,1083.0,40093.69,26.61,25401
12861,India,"Rice, paddy",2004,1083.0,35113.0,26.22,29756
6910,Colombia,Sorghum,2012,3240.0,48727.73,22.58,38191
26215,Tajikistan,Sorghum,1999,691.0,601.94,8.74,11327
10913,India,Potatoes,1992,1083.0,70791.0,25.58,160294
22596,Pakistan,Potatoes,2005,494.0,7914.31,22.8,180795
21699,Norway,Wheat,2012,1414.0,813.93,3.09,41011
26028,Suriname,Plantains and others,2013,2331.0,537.49,27.17,307428
4882,Bulgaria,Sorghum,2000,608.0,2876.0,9.9,20732
17198,Kazakhstan,Maize,1996,250.0,13047.0,1.61,16795
22920,Pakistan,"Rice, paddy",2010,494.0,2968.44,23.75,30588
23272,Papua New Guinea,Potatoes,2008,3142.0,105.0,25.17,44545
13513,India,Cassava,2008,1083.0,14485.33,26.83,335407
15262,Indonesia,Soybeans,2010,2702.0,1597.0,26.94,13726
9640,Guatemala,"Rice, paddy",2009,1996.0,13276.7,19.99,28922
26343,Thailand,Wheat,1996,1622.0,21901.0,27.37,6455
23479,Peru,Sorghum,2009,1738.0,11531.33,17.4,38250
3215,Brazil,Wheat,1996,1761.0,101621.67,17.83,18334
10532,India,Maize,1990,1083.0,75000.0,26.91,15178
28239,Zimbabwe,Soybeans,2013,657.0,2550.07,19.76,13142
6686,Colombia,Maize,1999,3240.0,66088.0,21.83,17961
19937,Mexico,Cassava,2006,758.0,50891.95,25.35,137648
18864,Mauritania,Sweet potatoes,2012,92.0,26.41,27.77,10000
11011,India,Wheat,1992,1083.0,70791.0,23.79,23940
20170,Mexico,Soybeans,2009,758.0,61690.08,20.32,18675
20265,Mexico,Maize,2011,758.0,65961.1,25.28,29058
15856,Italy,Potatoes,2001,832.0,75978.0,7.83,250910
13491,India,Wheat,2007,1083.0,27422.77,27.31,27079
15266,Indonesia,Sweet potatoes,2010,2702.0,1597.0,27.69,113272
15485,Iraq,Wheat,1998,216.0,755.0,20.65,8071
27301,Uganda,Sweet potatoes,2007,1180.0,88.0,23.68,45912
22099,Pakistan,"Rice, paddy",1996,494.0,11955.0,22.61,28685
21009,Namibia,Potatoes,2007,285.0,56.0,20.49,127855
3349,Brazil,Maize,1998,1761.0,118930.56,28.76,27964
6629,Colombia,Cassava,1996,3240.0,18131.0,27.12,101765
25465,Spain,Soybeans,2002,636.0,40727.0,17.51,26667
15826,Italy,Maize,1999,832.0,81583.0,7.64,97444
8426,El Salvador,Maize,1993,1784.0,3785.54,26.12,20482
26166,Switzerland,Maize,2013,1537.0,2098.5,7.94,100837
26465,Tunisia,Potatoes,1993,207.0,909.0,18.9,140141
14948,Indonesia,Cassava,2001,2702.0,1597.0,27.26,129407
18709,Mali,Soybeans,2013,282.0,1.52,28.53,7219
13846,India,Cassava,2010,1083.0,40093.69,26.51,347555
22739,Pakistan,Sorghum,2007,494.0,5935.96,27.69,6045
13055,India,Sorghum,2005,1083.0,35342.0,26.83,7968
9634,Guatemala,Sweet potatoes,2008,1996.0,18091.67,19.51,66667
1505,Australia,Soybeans,2007,534.0,32446.25,20.31,19730
13221,India,"Rice, paddy",2006,1083.0,37423.0,26.37,31759
1926,Azerbaijan,Soybeans,2001,447.0,148.68,12.97,12222
12801,India,Cassava,2004,1083.0,35113.0,25.59,270436
3483,Brazil,Sorghum,1999,1761.0,127585.0,26.66,15711
19612,Mexico,Wheat,1999,758.0,34468.93,19.27,46310
14501,India,Soybeans,2013,1083.0,45620.0,27.14,10123
12961,India,Wheat,2004,1083.0,35113.0,27.16,27132
20207,Mexico,Potatoes,2010,758.0,63402.29,15.87,277578
10117,Haiti,Sorghum,2008,1440.0,27.85,27.08,8696
16748,Japan,Soybeans,2004,1668.0,64688.88,14.05,11930
26821,Turkey,Wheat,2001,593.0,25539.0,12.32,20765
20127,Mexico,Cassava,2009,758.0,61690.08,16.65,143440
15578,Iraq,Soybeans,2007,216.0,1062.61,23.92,9187
11494,India,Soybeans,1995,1083.0,61257.0,26.15,10121
1981,Azerbaijan,Potatoes,2013,447.0,489.8,14.12,151999
22104,Pakistan,"Rice, paddy",1996,494.0,11955.0,25.92,28685
12174,India,Sorghum,1999,1083.0,46195.0,26.12,8472
4348,Brazil,Potatoes,2009,1761.0,335742.0,18.38,248299
25668,Spain,"Rice, paddy",2013,636.0,54197.0,12.68,77902
24902,South Africa,"Rice, paddy",2002,495.0,26857.0,15.88,23517
1243,Australia,"Rice, paddy",2000,534.0,33475.0,14.32,82573
5106,Burkina Faso,Soybeans,2009,748.0,132.3,29.05,14542
28065,Zimbabwe,Wheat,1990,657.0,5727.0,21.19,58211
15420,Iraq,Sorghum,1993,216.0,692.0,22.86,8333
3771,Brazil,"Rice, paddy",2002,1761.0,145552.0,26.01,33246
20277,Mexico,Potatoes,2011,758.0,65961.1,16.26,262734
795,Armenia,Wheat,2009,562.0,198.36,9.67,22374
654,Argentina,Potatoes,2008,591.0,87149.01,18.39,279412
26069,Sweden,Wheat,2009,624.0,1935.0,7.54,60776
17025,Japan,Maize,2011,1668.0,51796.3,15.62,25797
14022,India,Cassava,2011,1083.0,55540.0,25.53,364770
14624,Indonesia,Cassava,1992,2702.0,825.0,27.01,122220
21822,Pakistan,Wheat,1991,494.0,5962.0,22.48,18410
10177,Honduras,Maize,1992,1976.0,9904.59,24.77,12942
9444,Greece,"Rice, paddy",2009,652.0,3404.4,18.52,76682
17253,Kazakhstan,Soybeans,2000,250.0,3024.42,7.26,11343
11607,India,Potatoes,1996,1083.0,56114.0,25.9,169913
20440,Mexico,Wheat,2013,758.0,59920.18,22.19,52934
12537,India,Sorghum,2001,1083.0,43720.04,25.33,7715
26721,Turkey,Wheat,1997,593.0,34431.0,10.13,20174
13421,India,Sorghum,2007,1083.0,27422.77,25.59,8443
27888,Zambia,Sweet potatoes,1991,1020.0,1080.0,20.84,43077
19665,Mexico,Sweet potatoes,2000,758.0,34468.93,25.16,188160
335,Angola,Sweet potatoes,2008,1010.0,40.0,24.27,65437
2330,Bangladesh,Sweet potatoes,2010,2666.0,13283.72,26.65,98688
27918,Zambia,Sorghum,1995,1020.0,716.0,21.86,6571
2200,Bangladesh,Wheat,1999,2666.0,2532.0,26.31,21627
18063,Madagascar,Soybeans,1990,1513.0,128.41,19.62,10417
20180,Mexico,Sweet potatoes,2009,758.0,61690.08,19.81,190454
20294,Mexico,Sorghum,2011,758.0,65961.1,21.55,37202
3574,Brazil,"Rice, paddy",2000,1761.0,140423.0,24.36,30382
16490,Japan,"Rice, paddy",1997,1668.0,79821.18,13.43,64163
17839,Lesotho,Sorghum,2009,788.0,77.7,14.62,5773
3276,Brazil,"Rice, paddy",1997,1761.0,110276.11,25.96,27310
18431,Malaysia,Maize,1994,2875.0,39406.48,27.0,20000
125,Algeria,"Rice, paddy",1995,89.0,2697.09,17.36,19598
27049,Turkey,Sorghum,2010,593.0,38554.69,19.27,70968
